id,number,side,move,fen
50066,92,black,Qf7,81p3qpkp1bR1p2P4r1p1P2p2P2B1Q1P14PP26K1
50067,93,white,Bd4,81p3qpkp1bR1p2P4r1p1P1Bp2P4Q1P14PP26K1
50068,94,black,Qc4,81p4pkp1bR1p2P4r1p1PqBp2P4Q1P14PP26K1
50069,95,white,Bc5,81p4pkp1bR1p2P1B2r1p1Pq1p2P4Q1P14PP26K1
50070,96,black,Re5,81p4pkp1bR1p2P1B1r2p1Pq1p2P4Q1P14PP26K1
50071,97,white,Bd4,81p4pkp1bR1p2P3r2p1PqBp2P4Q1P14PP26K1
50072,98,black,Rf5,81p4pkp1bR1p2P4r1p1PqBp2P4Q1P14PP26K1
50073,99,white,Bc5,81p4pkp1bR1p2P1B2r1p1Pq1p2P4Q1P14PP26K1
50074,100,black,Qc2,81p4pkp1bR1p2P1B2r1p1P2p2P4Q1P12q1PP26K1
50075,101,white,Qd2,81p4pkp1bR1p2P1B2r1p1P2p2P6P12qQPP26K1
50076,102,black,Qb3,81p4pkp1bR1p2P1B2r1p1P2p2P1q4P13QPP26K1
50077,103,white,Qd1,81p4pkp1bR1p2P1B2r1p1P2p2P1q4P14PP23Q2K1
50078,104,black,Qb2,81p4pkp1bR1p2P1B2r1p1P2p2P6P11q2PP23Q2K1
50079,105,white,Qd2,81p4pkp1bR1p2P1B2r1p1P2p2P6P11q1QPP26K1
50080,106,black,Qa1+,81p4pkp1bR1p2P1B2r1p1P2p2P6P13QPP2q5K1
50081,107,white,Qd1,81p4pkp1bR1p2P1B2r1p1P2p2P6P14PP2q2Q2K1
50082,108,black,Qe5,81p4pkp1bR1p2P1B1qr1p1P2p2P6P14PP23Q2K1
50083,109,white,Qd4,81p4pkp1bR1p2P1B1qr1p1P1Qp2P6P14PP26K1
50084,110,black,Qe8,4q31p4pkp1bR1p2P1B2r1p1P1Qp2P6P14PP26K1
50085,111,white,Qc4,4q31p4pkp1bR1p2P1B2r1p1PQ1p2P6P14PP26K1
50086,112,black,Bb5,4q31p4pkp2R1p2PbB2r1p1PQ1p2P6P14PP26K1
50087,113,white,Qe6,4q31p4pkp2RQp2PbB2r1p1P2p2P6P14PP26K1
50088,114,black,Qxe6,81p4pkp2Rqp2PbB2r1p1P2p2P6P14PP26K1
50089,115,white,Rxe6,81p4pkp3Rp2PbB2r1p1P2p2P6P14PP26K1
50090,116,black,Rd5,81p4pkp3Rp2PbBr3p1P2p2P6P14PP26K1
50091,117,white,Rd6,81p4pkp2R1p2PbBr3p1P2p2P6P14PP26K1
50092,1,white,e4,rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR
50093,2,black,c5,rnbqkbnrpp1ppppp82p54P38PPPP1PPPRNBQKBNR
50094,3,white,Nf3,rnbqkbnrpp1ppppp82p54P35N2PPPP1PPPRNBQKB1R
50095,4,black,d6,rnbqkbnrpp2pppp3p42p54P35N2PPPP1PPPRNBQKB1R
50096,5,white,d4,rnbqkbnrpp2pppp3p42p53PP35N2PPP2PPPRNBQKB1R
50097,6,black,cxd4,rnbqkbnrpp2pppp3p483pP35N2PPP2PPPRNBQKB1R
50098,7,white,Nxd4,rnbqkbnrpp2pppp3p483NP38PPP2PPPRNBQKB1R
50099,8,black,Nf6,rnbqkb1rpp2pppp3p1n283NP38PPP2PPPRNBQKB1R
50100,9,white,Nc3,rnbqkb1rpp2pppp3p1n283NP32N5PPP2PPPR1BQKB1R
50101,10,black,a6,rnbqkb1r1p2ppppp2p1n283NP32N5PPP2PPPR1BQKB1R
50102,11,white,Bg5,rnbqkb1r1p2ppppp2p1n26B13NP32N5PPP2PPPR2QKB1R
50103,12,black,Nbd7,r1bqkb1r1p1nppppp2p1n26B13NP32N5PPP2PPPR2QKB1R
50104,13,white,Bc4,r1bqkb1r1p1nppppp2p1n26B12BNP32N5PPP2PPPR2QK2R
50105,14,black,Qa5,r1b1kb1r1p1nppppp2p1n2q5B12BNP32N5PPP2PPPR2QK2R
50106,15,white,Qd2,r1b1kb1r1p1nppppp2p1n2q5B12BNP32N5PPPQ1PPPR3K2R
50107,16,black,h6,r1b1kb1r1p1nppp1p2p1n1pq5B12BNP32N5PPPQ1PPPR3K2R
50108,17,white,Bxf6,r1b1kb1r1p1nppp1p2p1B1pq72BNP32N5PPPQ1PPPR3K2R
50109,18,black,Nxf6,r1b1kb1r1p2ppp1p2p1n1pq72BNP32N5PPPQ1PPPR3K2R
50110,19,white,O-O-O,r1b1kb1r1p2ppp1p2p1n1pq72BNP32N5PPPQ1PPP2KR3R
50111,20,black,e6,r1b1kb1r1p3pp1p2ppn1pq72BNP32N5PPPQ1PPP2KR3R
50112,21,white,Rhe1,r1b1kb1r1p3pp1p2ppn1pq72BNP32N5PPPQ1PPP2KRR3
50113,22,black,Be7,r1b1k2r1p2bpp1p2ppn1pq72BNP32N5PPPQ1PPP2KRR3
50114,23,white,f4,r1b1k2r1p2bpp1p2ppn1pq72BNPP22N5PPPQ2PP2KRR3
50115,24,black,O-O,r1b2rk11p2bpp1p2ppn1pq72BNPP22N5PPPQ2PP2KRR3
50116,25,white,Bb3,r1b2rk11p2bpp1p2ppn1pq73NPP21BN5PPPQ2PP2KRR3
50117,26,black,Re8,r1b1r1k11p2bpp1p2ppn1pq73NPP21BN5PPPQ2PP2KRR3
50118,27,white,Kb1,r1b1r1k11p2bpp1p2ppn1pq73NPP21BN5PPPQ2PP1K1RR3
50119,28,black,Bf8,r1b1rbk11p3pp1p2ppn1pq73NPP21BN5PPPQ2PP1K1RR3
50120,29,white,g4,r1b1rbk11p3pp1p2ppn1pq73NPPP11BN5PPPQ3P1K1RR3
50121,30,black,Nxg4,r1b1rbk11p3pp1p2pp2pq73NPPn11BN5PPPQ3P1K1RR3
50122,31,white,Qg2,r1b1rbk11p3pp1p2pp2pq73NPPn11BN5PPP3QP1K1RR3
50123,32,black,Nf6,r1b1rbk11p3pp1p2ppn1pq73NPP21BN5PPP3QP1K1RR3
50124,33,white,Rg1,r1b1rbk11p3pp1p2ppn1pq73NPP21BN5PPP3QP1K1R2R1
50125,34,black,Bd7,r3rbk11p1b1pp1p2ppn1pq73NPP21BN5PPP3QP1K1R2R1
50126,35,white,f5,r3rbk11p1b1pp1p2ppn1pq4P23NP31BN5PPP3QP1K1R2R1
50127,36,black,Kh8,r3rb1k1p1b1pp1p2ppn1pq4P23NP31BN5PPP3QP1K1R2R1
50128,37,white,Rdf1,r3rb1k1p1b1pp1p2ppn1pq4P23NP31BN5PPP3QP1K3RR1
50129,38,black,Qd8,r2qrb1k1p1b1pp1p2ppn1p5P23NP31BN5PPP3QP1K3RR1
50130,39,white,fxe6,r2qrb1k1p1b1pp1p2pPn1p83NP31BN5PPP3QP1K3RR1
50131,40,black,fxe6,r2qrb1k1p1b2p1p2ppn1p83NP31BN5PPP3QP1K3RR1
50132,41,white,e5,r2qrb1k1p1b2p1p2ppn1p4P33N41BN5PPP3QP1K3RR1
50133,42,black,dxe5,r2qrb1k1p1b2p1p3pn1p4p33N41BN5PPP3QP1K3RR1
50134,43,white,Ne4,r2qrb1k1p1b2p1p3pn1p4p33NN31B6PPP3QP1K3RR1
50135,44,black,Nh5,r2qrb1k1p1b2p1p3p2p4p2n3NN31B6PPP3QP1K3RR1
50136,45,white,Qg6,r2qrb1k1p1b2p1p3p1Qp4p2n3NN31B6PPP4P1K3RR1
50137,46,black,exd4,r2qrb1k1p1b2p1p3p1Qp7n3pN31B6PPP4P1K3RR1
50138,47,white,Ng5,r2qrb1k1p1b2p1p3p1Qp6Nn3p41B6PPP4P1K3RR1
50139,1,white,c4,rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR
50140,2,black,e6,rnbqkbnrpppp1ppp4p382P58PP1PPPPPRNBQKBNR
50141,3,white,d4,rnbqkbnrpppp1ppp4p382PP48PP2PPPPRNBQKBNR
50142,4,black,d5,rnbqkbnrppp2ppp4p33p42PP48PP2PPPPRNBQKBNR
50143,5,white,Nf3,rnbqkbnrppp2ppp4p33p42PP45N2PP2PPPPRNBQKB1R
50144,6,black,Be7,rnbqk1nrppp1bppp4p33p42PP45N2PP2PPPPRNBQKB1R
50145,7,white,Nc3,rnbqk1nrppp1bppp4p33p42PP42N2N2PP2PPPPR1BQKB1R
50146,8,black,Nf6,rnbqk2rppp1bppp4pn23p42PP42N2N2PP2PPPPR1BQKB1R
50147,9,white,Bg5,rnbqk2rppp1bppp4pn23p2B12PP42N2N2PP2PPPPR2QKB1R
50148,10,black,O-O,rnbq1rk1ppp1bppp4pn23p2B12PP42N2N2PP2PPPPR2QKB1R
50149,11,white,e3,rnbq1rk1ppp1bppp4pn23p2B12PP42N1PN2PP3PPPR2QKB1R
50150,12,black,h6,rnbq1rk1ppp1bpp14pn1p3p2B12PP42N1PN2PP3PPPR2QKB1R
50151,13,white,Bxf6,rnbq1rk1ppp1bpp14pB1p3p42PP42N1PN2PP3PPPR2QKB1R
50152,14,black,Bxf6,rnbq1rk1ppp2pp14pb1p3p42PP42N1PN2PP3PPPR2QKB1R
50153,15,white,Qd2,rnbq1rk1ppp2pp14pb1p3p42PP42N1PN2PP1Q1PPPR3KB1R
50154,16,black,b6,rnbq1rk1p1p2pp11p2pb1p3p42PP42N1PN2PP1Q1PPPR3KB1R
50155,17,white,cxd5,rnbq1rk1p1p2pp11p2pb1p3P43P42N1PN2PP1Q1PPPR3KB1R
50156,18,black,exd5,rnbq1rk1p1p2pp11p3b1p3p43P42N1PN2PP1Q1PPPR3KB1R
50157,19,white,b4,rnbq1rk1p1p2pp11p3b1p3p41P1P42N1PN2P2Q1PPPR3KB1R
50158,20,black,Bb7,rn1q1rk1pbp2pp11p3b1p3p41P1P42N1PN2P2Q1PPPR3KB1R
50159,21,white,Rb1,rn1q1rk1pbp2pp11p3b1p3p41P1P42N1PN2P2Q1PPP1R2KB1R
50160,22,black,c6,rn1q1rk1pb3pp11pp2b1p3p41P1P42N1PN2P2Q1PPP1R2KB1R
50161,23,white,Bd3,rn1q1rk1pb3pp11pp2b1p3p41P1P42NBPN2P2Q1PPP1R2K2R
50162,24,black,Nd7,r2q1rk1pb1n1pp11pp2b1p3p41P1P42NBPN2P2Q1PPP1R2K2R
50163,25,white,O-O,r2q1rk1pb1n1pp11pp2b1p3p41P1P42NBPN2P2Q1PPP1R3RK1
50164,26,black,Re8,r2qr1k1pb1n1pp11pp2b1p3p41P1P42NBPN2P2Q1PPP1R3RK1
50165,27,white,Rfc1,r2qr1k1pb1n1pp11pp2b1p3p41P1P42NBPN2P2Q1PPP1RR3K1
50166,28,black,a5,r2qr1k11b1n1pp11pp2b1pp2p41P1P42NBPN2P2Q1PPP1RR3K1
50167,29,white,bxa5,r2qr1k11b1n1pp11pp2b1pP2p43P42NBPN2P2Q1PPP1RR3K1
50168,30,black,Rxa5,3qr1k11b1n1pp11pp2b1pr2p43P42NBPN2P2Q1PPP1RR3K1
50169,31,white,Bf5,3qr1k11b1n1pp11pp2b1pr2p1B23P42N1PN2P2Q1PPP1RR3K1
50170,32,black,Ra6,3qr1k11b1n1pp1rpp2b1p3p1B23P42N1PN2P2Q1PPP1RR3K1
50171,33,white,Rb3,3qr1k11b1n1pp1rpp2b1p3p1B23P41RN1PN2P2Q1PPP2R3K1
50172,34,black,g6,3qr1k11b1n1p2rpp2bpp3p1B23P41RN1PN2P2Q1PPP2R3K1
50173,35,white,Bd3,3qr1k11b1n1p2rpp2bpp3p43P41RNBPN2P2Q1PPP2R3K1
50174,36,black,Ra7,3qr1k1rb1n1p21pp2bpp3p43P41RNBPN2P2Q1PPP2R3K1
50175,37,white,Rcb1,3qr1k1rb1n1p21pp2bpp3p43P41RNBPN2P2Q1PPP1R4K1
50176,38,black,Bg7,3qr1k1rb1n1pb11pp3pp3p43P41RNBPN2P2Q1PPP1R4K1
50177,39,white,a4,3qr1k1rb1n1pb11pp3pp3p4P2P41RNBPN23Q1PPP1R4K1
50178,40,black,Qe7,4r1k1rb1nqpb11pp3pp3p4P2P41RNBPN23Q1PPP1R4K1
50179,41,white,Bf1,4r1k1rb1nqpb11pp3pp3p4P2P41RN1PN23Q1PPP1R3BK1
50180,42,black,Ba6,4r1k1r2nqpb1bpp3pp3p4P2P41RN1PN23Q1PPP1R3BK1
50181,43,white,h4,4r1k1r2nqpb1bpp3pp3p4P2P3P1RN1PN23Q1PP11R3BK1
50182,44,black,Bxf1,4r1k1r2nqpb11pp3pp3p4P2P3P1RN1PN23Q1PP11R3bK1
50183,45,white,Rxf1,4r1k1r2nqpb11pp3pp3p4P2P3P1RN1PN23Q1PP15RK1
50184,46,black,h5,4r1k1r2nqpb11pp3p13p3pP2P3P1RN1PN23Q1PP15RK1
50185,47,white,Re1,4r1k1r2nqpb11pp3p13p3pP2P3P1RN1PN23Q1PP14R1K1
50186,48,black,Raa8,r3r1k13nqpb11pp3p13p3pP2P3P1RN1PN23Q1PP14R1K1
50187,49,white,g3,r3r1k13nqpb11pp3p13p3pP2P3P1RN1PNP13Q1P24R1K1
50188,50,black,Qd6,r3r1k13n1pb11ppq2p13p3pP2P3P1RN1PNP13Q1P24R1K1
50189,51,white,Kg2,r3r1k13n1pb11ppq2p13p3pP2P3P1RN1PNP13Q1PK14R3
50190,52,black,Kf8,r3rk23n1pb11ppq2p13p3pP2P3P1RN1PNP13Q1PK14R3
50191,53,white,Reb1,r3rk23n1pb11ppq2p13p3pP2P3P1RN1PNP13Q1PK11R6
50192,54,black,Kg8,r3r1k13n1pb11ppq2p13p3pP2P3P1RN1PNP13Q1PK11R6
50193,55,white,Qd1,r3r1k13n1pb11ppq2p13p3pP2P3P1RN1PNP15PK11R1Q4
50194,56,black,Bf8,r3rbk13n1p21ppq2p13p3pP2P3P1RN1PNP15PK11R1Q4
50195,57,white,R3b2,r3rbk13n1p21ppq2p13p3pP2P3P2N1PNP11R3PK11R1Q4
50196,58,black,Bg7,r3r1k13n1pb11ppq2p13p3pP2P3P2N1PNP11R3PK11R1Q4
50197,59,white,Rc2,r3r1k13n1pb11ppq2p13p3pP2P3P2N1PNP12R2PK11R1Q4
50198,60,black,Ra7,4r1k1r2n1pb11ppq2p13p3pP2P3P2N1PNP12R2PK11R1Q4
50199,61,white,Rbc1,4r1k1r2n1pb11ppq2p13p3pP2P3P2N1PNP12R2PK12RQ4
50200,62,black,Nb8,1n2r1k1r4pb11ppq2p13p3pP2P3P2N1PNP12R2PK12RQ4
50201,63,white,Ne2,1n2r1k1r4pb11ppq2p13p3pP2P3P4PNP12R1NPK12RQ4
50202,64,black,Rc7,1n2r1k12r2pb11ppq2p13p3pP2P3P4PNP12R1NPK12RQ4
50203,65,white,Qd3,1n2r1k12r2pb11ppq2p13p3pP2P3P3QPNP12R1NPK12R5
50204,66,black,Ra7,1n2r1k1r4pb11ppq2p13p3pP2P3P3QPNP12R1NPK12R5
50205,67,white,Qb3,1n2r1k1r4pb11ppq2p13p3pP2P3P1Q2PNP12R1NPK12R5
50206,68,black,Ra6,1n2r1k15pb1rppq2p13p3pP2P3P1Q2PNP12R1NPK12R5
50207,69,white,Nf4,1n2r1k15pb1rppq2p13p3pP2P1N1P1Q2PNP12R2PK12R5
50208,70,black,Rd8,1n1r2k15pb1rppq2p13p3pP2P1N1P1Q2PNP12R2PK12R5
50209,71,white,Nd3,1n1r2k15pb1rppq2p13p3pP2P3P1Q1NPNP12R2PK12R5
50210,72,black,Bf8,1n1r1bk15p2rppq2p13p3pP2P3P1Q1NPNP12R2PK12R5
50211,73,white,Nfe5,1n1r1bk15p2rppq2p13pN2pP2P3P1Q1NP1P12R2PK12R5
50212,74,black,Rc8,1nr2bk15p2rppq2p13pN2pP2P3P1Q1NP1P12R2PK12R5
50213,75,white,Rc3,1nr2bk15p2rppq2p13pN2pP2P3P1QRNP1P15PK12R5
50214,76,black,Be7,1nr3k14bp2rppq2p13pN2pP2P3P1QRNP1P15PK12R5
50215,77,white,Nf4,1nr3k14bp2rppq2p13pN2pP2P1N1P1QR1P1P15PK12R5
50216,78,black,Bf6,1nr3k15p2rppq1bp13pN2pP2P1N1P1QR1P1P15PK12R5
50217,79,white,Ned3,1nr3k15p2rppq1bp13p3pP2P1N1P1QRNP1P15PK12R5
50218,80,black,Ra5,1nr3k15p21ppq1bp1r2p3pP2P1N1P1QRNP1P15PK12R5
50219,81,white,Qxb6,1nr3k15p21Qpq1bp1r2p3pP2P1N1P2RNP1P15PK12R5
50220,82,black,Rxa4,1nr3k15p21Qpq1bp13p3pr2P1N1P2RNP1P15PK12R5
50221,83,white,Rc5,1nr3k15p21Qpq1bp12Rp3pr2P1N1P3NP1P15PK12R5
50222,84,black,Ra6,1nr3k15p2rQpq1bp12Rp3p3P1N1P3NP1P15PK12R5
50223,85,white,Rxd5,1nr3k15p2rQpq1bp13R3p3P1N1P3NP1P15PK12R5
50224,86,black,Qxf4,1nr3k15p2rQp2bp13R3p3P1q1P3NP1P15PK12R5
50225,87,white,Qxa6,1nr3k15p2Q1p2bp13R3p3P1q1P3NP1P15PK12R5
50226,88,black,Qe4+,1nr3k15p2Q1p2bp13R3p3Pq2P3NP1P15PK12R5
50227,89,white,f3,1nr3k15p2Q1p2bp13R3p3Pq2P3NPPP16K12R5
50228,90,black,Qe6,1nr3k15p2Q1p1qbp13R3p3P3P3NPPP16K12R5
50229,91,white,Qc4,1nr3k15p22p1qbp13R3p2QP3P3NPPP16K12R5
50230,92,black,Qxe3,1nr3k15p22p2bp13R3p2QP3P3NqPP16K12R5
50231,93,white,Ne5,1nr3k15p22p2bp13RN2p2QP3P4qPP16K12R5
50232,94,black,Rf8,1n3rk15p22p2bp13RN2p2QP3P4qPP16K12R5
50233,95,white,Rc5,1n3rk15p22p2bp12R1N2p2QP3P4qPP16K12R5
50234,96,black,Be7,1n3rk14bp22p3p12R1N2p2QP3P4qPP16K12R5
50235,97,white,Rb1,1n3rk14bp22p3p12R1N2p2QP3P4qPP16K11R6
50236,98,black,Bxc5,1n3rk15p22p3p12b1N2p2QP3P4qPP16K11R6
50237,99,white,Rxb8,1R3rk15p22p3p12b1N2p2QP3P4qPP16K18
50238,1,white,e4,rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR
50239,2,black,e5,rnbqkbnrpppp1ppp84p34P38PPPP1PPPRNBQKBNR
50240,3,white,Nf3,rnbqkbnrpppp1ppp84p34P35N2PPPP1PPPRNBQKB1R
50241,4,black,Nc6,r1bqkbnrpppp1ppp2n54p34P35N2PPPP1PPPRNBQKB1R
50242,5,white,Bb5,r1bqkbnrpppp1ppp2n51B2p34P35N2PPPP1PPPRNBQK2R
50243,6,black,a6,r1bqkbnr1ppp1pppp1n51B2p34P35N2PPPP1PPPRNBQK2R
50244,7,white,Ba4,r1bqkbnr1ppp1pppp1n54p3B3P35N2PPPP1PPPRNBQK2R
50245,8,black,Nf6,r1bqkb1r1ppp1pppp1n2n24p3B3P35N2PPPP1PPPRNBQK2R
50246,9,white,O-O,r1bqkb1r1ppp1pppp1n2n24p3B3P35N2PPPP1PPPRNBQ1RK1
50247,10,black,Be7,r1bqk2r1pppbpppp1n2n24p3B3P35N2PPPP1PPPRNBQ1RK1
50248,11,white,Re1,r1bqk2r1pppbpppp1n2n24p3B3P35N2PPPP1PPPRNBQR1K1
50249,12,black,b5,r1bqk2r2ppbpppp1n2n21p2p3B3P35N2PPPP1PPPRNBQR1K1
50250,13,white,Bb3,r1bqk2r2ppbpppp1n2n21p2p34P31B3N2PPPP1PPPRNBQR1K1
50251,14,black,O-O,r1bq1rk12ppbpppp1n2n21p2p34P31B3N2PPPP1PPPRNBQR1K1
50252,15,white,c3,r1bq1rk12ppbpppp1n2n21p2p34P31BP2N2PP1P1PPPRNBQR1K1
50253,16,black,d6,r1bq1rk12p1bpppp1np1n21p2p34P31BP2N2PP1P1PPPRNBQR1K1
50254,17,white,h3,r1bq1rk12p1bpppp1np1n21p2p34P31BP2N1PPP1P1PP1RNBQR1K1
50255,18,black,Nd7,r1bq1rk12pnbpppp1np41p2p34P31BP2N1PPP1P1PP1RNBQR1K1
50256,19,white,d4,r1bq1rk12pnbpppp1np41p2p33PP31BP2N1PPP3PP1RNBQR1K1
50257,20,black,Bf6,r1bq1rk12pn1pppp1np1b21p2p33PP31BP2N1PPP3PP1RNBQR1K1
50258,21,white,Be3,r1bq1rk12pn1pppp1np1b21p2p33PP31BP1BN1PPP3PP1RN1QR1K1
50259,22,black,Na5,r1bq1rk12pn1pppp2p1b2np2p33PP31BP1BN1PPP3PP1RN1QR1K1
50260,23,white,Bc2,r1bq1rk12pn1pppp2p1b2np2p33PP32P1BN1PPPB2PP1RN1QR1K1
50261,24,black,Nc4,r1bq1rk12pn1pppp2p1b21p2p32nPP32P1BN1PPPB2PP1RN1QR1K1
50262,25,white,Bc1,r1bq1rk12pn1pppp2p1b21p2p32nPP32P2N1PPPB2PP1RNBQR1K1
50263,26,black,Bb7,r2q1rk11bpn1pppp2p1b21p2p32nPP32P2N1PPPB2PP1RNBQR1K1
50264,27,white,b3,r2q1rk11bpn1pppp2p1b21p2p32nPP31PP2N1PP1B2PP1RNBQR1K1
50265,28,black,Ncb6,r2q1rk11bpn1ppppn1p1b21p2p33PP31PP2N1PP1B2PP1RNBQR1K1
50266,29,white,Be3,r2q1rk11bpn1ppppn1p1b21p2p33PP31PP1BN1PP1B2PP1RN1QR1K1
50267,30,black,Re8,r2qr1k11bpn1ppppn1p1b21p2p33PP31PP1BN1PP1B2PP1RN1QR1K1
50268,31,white,d5,r2qr1k11bpn1ppppn1p1b21p1Pp34P31PP1BN1PP1B2PP1RN1QR1K1
50269,32,black,Rc8,2rqr1k11bpn1ppppn1p1b21p1Pp34P31PP1BN1PP1B2PP1RN1QR1K1
50270,33,white,Nbd2,2rqr1k11bpn1ppppn1p1b21p1Pp34P31PP1BN1PP1BN1PP1R2QR1K1
50271,34,black,c6,2rqr1k11b1n1ppppnpp1b21p1Pp34P31PP1BN1PP1BN1PP1R2QR1K1
50272,35,white,c4,2rqr1k11b1n1ppppnpp1b21p1Pp32P1P31P2BN1PP1BN1PP1R2QR1K1
50273,36,black,cxd5,2rqr1k11b1n1ppppn1p1b21p1pp32P1P31P2BN1PP1BN1PP1R2QR1K1
50274,37,white,cxd5,2rqr1k11b1n1ppppn1p1b21p1Pp34P31P2BN1PP1BN1PP1R2QR1K1
50275,38,black,Qc7,2r1r1k11bqn1ppppn1p1b21p1Pp34P31P2BN1PP1BN1PP1R2QR1K1
50276,39,white,Rc1,2r1r1k11bqn1ppppn1p1b21p1Pp34P31P2BN1PP1BN1PP12RQR1K1
50277,40,black,Qb8,1qr1r1k11b1n1ppppn1p1b21p1Pp34P31P2BN1PP1BN1PP12RQR1K1
50278,41,white,a4,1qr1r1k11b1n1ppppn1p1b21p1Pp3P3P31P2BN1P2BN1PP12RQR1K1
50279,42,black,Nc5,1qr1r1k11b3ppppn1p1b21pnPp3P3P31P2BN1P2BN1PP12RQR1K1
50280,43,white,axb5,1qr1r1k11b3ppppn1p1b21PnPp34P31P2BN1P2BN1PP12RQR1K1
50281,44,black,axb5,1qr1r1k11b3ppp1n1p1b21pnPp34P31P2BN1P2BN1PP12RQR1K1
50282,45,white,Ra1,1qr1r1k11b3ppp1n1p1b21pnPp34P31P2BN1P2BN1PP1R2QR1K1
50283,46,black,b4,1qr1r1k11b3ppp1n1p1b22nPp31p2P31P2BN1P2BN1PP1R2QR1K1
50284,47,white,Qe2,1qr1r1k11b3ppp1n1p1b22nPp31p2P31P2BN1P2BNQPP1R3R1K1
50285,48,black,Nbd7,1qr1r1k11b1n1ppp3p1b22nPp31p2P31P2BN1P2BNQPP1R3R1K1
50286,49,white,Bd3,1qr1r1k11b1n1ppp3p1b22nPp31p2P31P1BBN1P3NQPP1R3R1K1
50287,50,black,Nxd3,1qr1r1k11b1n1ppp3p1b23Pp31p2P31P1nBN1P3NQPP1R3R1K1
50288,51,white,Qxd3,1qr1r1k11b1n1ppp3p1b23Pp31p2P31P1QBN1P3N1PP1R3R1K1
50289,52,black,Ba8,bqr1r1k13n1ppp3p1b23Pp31p2P31P1QBN1P3N1PP1R3R1K1
50290,53,white,Nc4,bqr1r1k13n1ppp3p1b23Pp31pN1P31P1QBN1P5PP1R3R1K1
50291,54,black,Nc5,bqr1r1k15ppp3p1b22nPp31pN1P31P1QBN1P5PP1R3R1K1
50292,55,white,Bxc5,bqr1r1k15ppp3p1b22BPp31pN1P31P1Q1N1P5PP1R3R1K1
50293,56,black,Rxc5,bq2r1k15ppp3p1b22rPp31pN1P31P1Q1N1P5PP1R3R1K1
50294,57,white,Ra4,bq2r1k15ppp3p1b22rPp3RpN1P31P1Q1N1P5PP14R1K1
50295,58,black,h6,bq2r1k15pp13p1b1p2rPp3RpN1P31P1Q1N1P5PP14R1K1
50296,59,white,Qd2,bq2r1k15pp13p1b1p2rPp3RpN1P31P3N1P3Q1PP14R1K1
50297,60,black,Be7,bq2r1k14bpp13p3p2rPp3RpN1P31P3N1P3Q1PP14R1K1
50298,61,white,Rea1,bq2r1k14bpp13p3p2rPp3RpN1P31P3N1P3Q1PP1R5K1
50299,62,black,Bb7,1q2r1k11b2bpp13p3p2rPp3RpN1P31P3N1P3Q1PP1R5K1
50300,63,white,Qxb4,1q2r1k11b2bpp13p3p2rPp3RQN1P31P3N1P5PP1R5K1
50301,64,black,f5,1q2r1k11b2b1p13p3p2rPpp2RQN1P31P3N1P5PP1R5K1
50302,65,white,Ra7,1q2r1k1Rb2b1p13p3p2rPpp21QN1P31P3N1P5PP1R5K1
50303,66,black,Rc7,1q2r1k1Rbr1b1p13p3p3Ppp21QN1P31P3N1P5PP1R5K1
50304,67,white,exf5,1q2r1k1Rbr1b1p13p3p3PpP21QN51P3N1P5PP1R5K1
50305,68,black,Qc8,2q1r1k1Rbr1b1p13p3p3PpP21QN51P3N1P5PP1R5K1
50306,69,white,Ne3,2q1r1k1Rbr1b1p13p3p3PpP21Q61P2NN1P5PP1R5K1
50307,70,black,e4,2q1r1k1Rbr1b1p13p3p3P1P21Q2p31P2NN1P5PP1R5K1
50308,71,white,Nd4,2q1r1k1Rbr1b1p13p3p3P1P21Q1Np31P2N2P5PP1R5K1
50309,72,black,Bf6,2q1r1k1Rbr3p13p1b1p3P1P21Q1Np31P2N2P5PP1R5K1
50310,73,white,Rf1,2q1r1k1Rbr3p13p1b1p3P1P21Q1Np31P2N2P5PP15RK1
50311,74,black,Ba6,2q1r1k1R1r3p1b2p1b1p3P1P21Q1Np31P2N2P5PP15RK1
50312,75,white,Rxc7,2q1r1k12R3p1b2p1b1p3P1P21Q1Np31P2N2P5PP15RK1
50313,76,black,Qxc7,4r1k12q3p1b2p1b1p3P1P21Q1Np31P2N2P5PP15RK1
50314,77,white,Qa4,4r1k12q3p1b2p1b1p3P1P2Q2Np31P2N2P5PP15RK1
50315,78,black,Ra8,r5k12q3p1b2p1b1p3P1P2Q2Np31P2N2P5PP15RK1
50316,79,white,Rd1,r5k12q3p1b2p1b1p3P1P2Q2Np31P2N2P5PP13R2K1
50317,80,black,Qb8,rq4k16p1b2p1b1p3P1P2Q2Np31P2N2P5PP13R2K1
50318,81,white,Nc6,rq4k16p1b1Np1b1p3P1P2Q3p31P2N2P5PP13R2K1
50319,82,black,Qb7,r5k11q4p1b1Np1b1p3P1P2Q3p31P2N2P5PP13R2K1
50320,83,white,Qxe4,r5k11q4p1b1Np1b1p3P1P24Q31P2N2P5PP13R2K1
50321,84,black,Qxb3,r5k16p1b1Np1b1p3P1P24Q31q2N2P5PP13R2K1
50322,85,white,Re1,r5k16p1b1Np1b1p3P1P24Q31q2N2P5PP14R1K1
50323,86,black,Bc3,r5k16p1b1Np3p3P1P24Q31qb1N2P5PP14R1K1
50324,87,white,Rb1,r5k16p1b1Np3p3P1P24Q31qb1N2P5PP11R4K1
